"id","location","number","id_city"
61529,ALGUMA RUA,S/N,3874
61530,ALGUMA RUA,"52",3602
61531,ALGUMA RUA,S/N,3874
61532,ALGUMA RUA,"239",3858
61533,ALGUMA RUA,S/N,3499
61534,ALGUMA RUA,"100, CAIXA POST",3932
61535,ALGUMA RUA,S/N,3499
61536,ALGUMA RUA,"3701",2886
61537,ALGUMA RUA,S/N,3499
61538,ALGUMA RUA,"3701",2886
61539,ALGUMA RUA,S/N,3499
61540,ALGUMA RUA,"130 2258",4655
61541,ALGUMA RUA,S/N,3499
61542,ALGUMA RUA,"130 2258",4655
61543,ALGUMA RUA,S/N,3499
61544,ALGUMA RUA,"130 2258",4655
61545,ALGUMA RUA,KM - 155,3678
61546,ALGUMA RUA,"4141",3852
61547,ALGUMA RUA,KM - 155,3678
61548,ALGUMA RUA,"11980",3858
61549,ALGUMA RUA,KM - 155,3678
61550,ALGUMA RUA,"6 6169",3858
61551,ALGUMA RUA,KM - 155,3678
61552,ALGUMA RUA,"6 6169",3858
61553,ALGUMA RUA,KM - 155,3678
61554,ALGUMA RUA,"6 6169",3858
61555,ALGUMA RUA,KM - 155,3678
61556,ALGUMA RUA,"6 6169",3858
61557,ALGUMA RUA,KM - 155,3678
61558,ALGUMA RUA,"6 6169",3858
61559,ALGUMA RUA,KM - 155,3678
61560,ALGUMA RUA,"676, ANDAR 1",3683
61561,ALGUMA RUA,KM - 155,3678
61562,ALGUMA RUA,"601",3437
61563,ALGUMA RUA,KM - 155,3678
61564,ALGUMA RUA,"2508",3636
61565,ALGUMA RUA,KM - 155,3678
61566,ALGUMA RUA,"2508",3636
61567,ALGUMA RUA,KM - 155,3678
61568,ALGUMA RUA,"2508",3636
61569,ALGUMA RUA,KM - 155,3678
61570,ALGUMA RUA,"2508",3636
61571,ALGUMA RUA,KM - 155,3678
61572,ALGUMA RUA,"1074",3752
61573,ALGUMA RUA,KM - 155,3678
61574,ALGUMA RUA,"1074",3752
61575,ALGUMA RUA,KM - 155,3678
61576,ALGUMA RUA,"1074",3752
61577,ALGUMA RUA,KM - 155,3678
61578,ALGUMA RUA,"1074",3752
61579,ALGUMA RUA,KM - 155,3678
61580,ALGUMA RUA,"1074",3752
61581,ALGUMA RUA,KM - 155,3678
61582,ALGUMA RUA,S/N,3460
61583,ALGUMA RUA,S/N,3737
61584,ALGUMA RUA,"773",3508
61585,ALGUMA RUA,S/N,3737
61586,ALGUMA RUA,"160 SN",4535
61587,ALGUMA RUA,S/N,3737
61588,ALGUMA RUA,"160 SN",4535
61589,ALGUMA RUA,KM - 155,3678
61590,ALGUMA RUA,"1098",3463
61591,ALGUMA RUA,KM - 155,3678
61592,ALGUMA RUA,"1005",3932
61593,ALGUMA RUA,KM - 155,3678
61594,ALGUMA RUA,"773",3508
61595,ALGUMA RUA,KM - 155,3678
61596,ALGUMA RUA,"773",3508
61597,ALGUMA RUA,KM - 155,3678
61598,ALGUMA RUA,"221",3440
61599,ALGUMA RUA,KM - 410,3430
61600,ALGUMA RUA,"4801",3788
61601,ALGUMA RUA,KM - 410,3430
61602,ALGUMA RUA,"163 KM 1 8 LOTE 9 SN, TERREO",4068
61603,ALGUMA RUA,S/N,3874
61604,ALGUMA RUA,"900, P",3641
61605,ALGUMA RUA,S/N,3874
61606,ALGUMA RUA,"52",3602
61607,ALGUMA RUA,S/N,3874
61608,ALGUMA RUA,"754",3788
61609,ALGUMA RUA,S/N,3874
61610,ALGUMA RUA,"2-131",3363
61611,ALGUMA RUA,S/N,3874
61612,ALGUMA RUA,"2-131",3363
61613,ALGUMA RUA,S/N,3499
61614,ALGUMA RUA,"3701",2886
61615,ALGUMA RUA,S/N,3499
61616,ALGUMA RUA,"100, CAIXA POST",3932
62369,ALGUMA RUA,S/N,4714
61617,ALGUMA RUA,S/N,3499
61618,ALGUMA RUA,"130 2258",4655
61619,ALGUMA RUA,S/N,3499
61620,ALGUMA RUA,"130 2258",4655
61621,ALGUMA RUA,S/N,3874
61622,ALGUMA RUA,"01",3900
61623,ALGUMA RUA,KM - 155,3678
61624,ALGUMA RUA,"01",3900
61625,ALGUMA RUA,KM - 155,3678
61626,ALGUMA RUA,"134",3463
61627,ALGUMA RUA,KM - 155,3678
61628,ALGUMA RUA,"134",3463
61629,ALGUMA RUA,KM - 155,3678
61630,ALGUMA RUA,"134",3463
61631,ALGUMA RUA,KM - 155,3678
61632,ALGUMA RUA,"134",3463
61633,ALGUMA RUA,KM - 155,3678
61634,ALGUMA RUA,"134",3463
61635,ALGUMA RUA,KM - 155,3678
61636,ALGUMA RUA,"134",3463
61637,ALGUMA RUA,KM - 155,3678
61638,ALGUMA RUA,"134",3463
61639,ALGUMA RUA,KM - 155,3678
61640,ALGUMA RUA,"400",3579
61641,ALGUMA RUA,KM - 155,3678
61642,ALGUMA RUA,"6 6169",3858
61643,ALGUMA RUA,KM - 155,3678
61644,ALGUMA RUA,"6 6169",3858
61645,ALGUMA RUA,KM - 155,3678
61646,ALGUMA RUA,"6 6169",3858
61647,ALGUMA RUA,KM - 155,3678
61648,ALGUMA RUA,"6 6169",3858
61649,ALGUMA RUA,KM - 155,3678
61650,ALGUMA RUA,"6 6169",3858
61651,ALGUMA RUA,KM - 155,3678
61652,ALGUMA RUA,S/N,3589
61653,ALGUMA RUA,KM - 155,3678
61654,ALGUMA RUA,"5170",3842
61655,ALGUMA RUA,KM - 155,3678
61656,ALGUMA RUA,"5170",3842
61657,ALGUMA RUA,KM - 155,3678
61658,ALGUMA RUA,"251",3852
61659,ALGUMA RUA,KM - 155,3678
61660,ALGUMA RUA,"425",2338
61661,ALGUMA RUA,KM - 155,3678
61662,ALGUMA RUA,"040 S/N, KM688-P 05",2477
61663,ALGUMA RUA,KM - 155,3678
61664,ALGUMA RUA,"040 S/N, KM688-P 10",2477
61665,ALGUMA RUA,KM - 155,3678
61666,ALGUMA RUA,"1600",2338
61667,ALGUMA RUA,KM - 155,3678
61668,ALGUMA RUA,"040 750, KM 515",2909
61669,ALGUMA RUA,KM - 155,3678
61670,ALGUMA RUA,"5745",3830
61671,ALGUMA RUA,KM - 155,3678
61672,ALGUMA RUA,"5745",3830
61673,ALGUMA RUA,KM - 155,3678
61674,ALGUMA RUA,"5745",3830
61675,ALGUMA RUA,KM - 155,3678
61676,ALGUMA RUA,"5745",3830
61677,ALGUMA RUA,s/n,5336
61678,ALGUMA RUA,s/n,5335
61679,ALGUMA RUA,s/n,5336
61680,ALGUMA RUA,s/n,5324
61681,ALGUMA RUA,KM - 155,3678
61682,ALGUMA RUA,"210, LETRA ABD",2477
61683,ALGUMA RUA,S/N,3499
61684,ALGUMA RUA,"536",3838
61685,ALGUMA RUA,S/N,3499
61686,ALGUMA RUA,"536",3838
61687,ALGUMA RUA,,502
61688,ALGUMA RUA,,197
61689,ALGUMA RUA,"1975",3326
61690,ALGUMA RUA,"352",3553
61691,ALGUMA RUA,,5598
61692,ALGUMA RUA,,3095
61693,ALGUMA RUA,KM - 155,3678
61694,ALGUMA RUA,"210, LETRA ABD",2477
61695,ALGUMA RUA,S/N,3737
61696,ALGUMA RUA,"160 SN",4535
61697,ALGUMA RUA,,4075
61698,ALGUMA RUA,,4193
61699,ALGUMA RUA,S/N,3499
61700,ALGUMA RUA,"3701",2886
61701,ALGUMA RUA,S/N,3499
61702,ALGUMA RUA,"3701",2886
61703,ALGUMA RUA,,487
61704,ALGUMA RUA,,197
61705,ALGUMA RUA,s/n,3872
61706,ALGUMA RUA,s/n,3838
61707,ALGUMA RUA,s/n,3737
70131,ALGUMA RUA,,3848
61708,ALGUMA RUA,s/n,4193
61709,ALGUMA RUA,S/N,3499
61710,ALGUMA RUA,"351",2477
61711,ALGUMA RUA,S/N,3499
61712,ALGUMA RUA,"351",2477
61713,ALGUMA RUA,S/N,3499
61714,ALGUMA RUA,"351",2477
61715,ALGUMA RUA,S/N,3499
61716,ALGUMA RUA,"351",2477
61717,ALGUMA RUA,S/N,3499
61718,ALGUMA RUA,"351",2477
61719,ALGUMA RUA,S/N,3499
61720,ALGUMA RUA,"351",2477
61721,ALGUMA RUA,S/N,3499
61722,ALGUMA RUA,"351",2477
61723,ALGUMA RUA,"1975",3326
61724,ALGUMA RUA,"8921",3276
61725,ALGUMA RUA,S/N,3499
61726,ALGUMA RUA,"1301",3382
61727,ALGUMA RUA,S/N,3499
61728,ALGUMA RUA,"1301",3382
61729,ALGUMA RUA,S/N,3499
61730,ALGUMA RUA,"1301",3382
61731,ALGUMA RUA,S/N,3499
61732,ALGUMA RUA,"1301",3382
61733,ALGUMA RUA,S/N,3499
61734,ALGUMA RUA,"1301",3382
61735,ALGUMA RUA,S/N,3499
61736,ALGUMA RUA,"1301",3382
61737,ALGUMA RUA,S/N,3874
61738,ALGUMA RUA,"282 S/N, KM 604,3",4496
61739,ALGUMA RUA,S/N,3874
61740,ALGUMA RUA,"282 S/N, KM 604,3",4496
61741,ALGUMA RUA,S/N,3499
61742,ALGUMA RUA,"1301",3382
61743,ALGUMA RUA,S/N,3499
61744,ALGUMA RUA,"1301",3382
61745,ALGUMA RUA,S/N,3499
61746,ALGUMA RUA,"1301",3382
61747,ALGUMA RUA,,5594
61748,ALGUMA RUA,,3095
61749,ALGUMA RUA,,2409
61750,ALGUMA RUA,,3031
61751,ALGUMA RUA,KM - 155,3678
61752,ALGUMA RUA,"2201",3327
61753,ALGUMA RUA,KM - 155,3678
61754,ALGUMA RUA,"139.900",3404
61755,ALGUMA RUA,KM - 155,3678
61756,ALGUMA RUA,"3116",3508
91347,ALGUMA RUA,,2096
61757,ALGUMA RUA,KM - 155,3678
61758,ALGUMA RUA,"5888",3550
61759,ALGUMA RUA,KM - 155,3678
61760,ALGUMA RUA,"310",3417
61761,ALGUMA RUA,KM - 155,3678
61762,ALGUMA RUA,"100",3858
61763,ALGUMA RUA,KM - 155,3678
61764,ALGUMA RUA,"5200",3830
61765,ALGUMA RUA,KM - 155,3678
61766,ALGUMA RUA,"650",3858
61767,ALGUMA RUA,KM - 155,3678
61768,ALGUMA RUA,"30",3358
61769,ALGUMA RUA,KM - 155,3678
61770,ALGUMA RUA,"530",2692
61771,ALGUMA RUA,KM - 155,3678
61772,ALGUMA RUA,"530",2692
61773,ALGUMA RUA,KM - 155,3678
61774,ALGUMA RUA,"530",2692
61775,ALGUMA RUA,KM - 155,3678
61776,ALGUMA RUA,"1480",3473
61777,ALGUMA RUA,KM - 155,3678
61778,ALGUMA RUA,"1480",3473
61779,ALGUMA RUA,KM - 155,3678
61780,ALGUMA RUA,"1480",3473
61781,ALGUMA RUA,KM - 155,3678
70132,ALGUMA RUA,,5598
61782,ALGUMA RUA,"1480",3473
61783,ALGUMA RUA,KM - 155,3678
61784,ALGUMA RUA,"1480",3473
61785,ALGUMA RUA,KM - 155,3678
61786,ALGUMA RUA,"1480",3473
61787,ALGUMA RUA,KM - 155,3678
61788,ALGUMA RUA,"573",3660
61789,ALGUMA RUA,KM - 155,3678
61790,ALGUMA RUA,"573",3660
61791,ALGUMA RUA,KM - 155,3678
61792,ALGUMA RUA,"573",3660
61793,ALGUMA RUA,KM - 155,3678
61794,ALGUMA RUA,"375",3647
61795,ALGUMA RUA,KM - 155,3678
61796,ALGUMA RUA,"375",3647
61797,ALGUMA RUA,KM - 155,3678
61798,ALGUMA RUA,"375",3647
61799,ALGUMA RUA,KM - 155,3678
61800,ALGUMA RUA,"382",3661
61801,ALGUMA RUA,KM - 155,3678
61802,ALGUMA RUA,"382",3661
61803,ALGUMA RUA,KM - 155,3678
61804,ALGUMA RUA,"382",3661
61805,ALGUMA RUA,KM - 155,3678
61806,ALGUMA RUA,"325",3495
61807,ALGUMA RUA,KM - 155,3678
61808,ALGUMA RUA,"325",3495
61809,ALGUMA RUA,KM - 155,3678
61810,ALGUMA RUA,"325",3495
61811,ALGUMA RUA,KM - 155,3678
61812,ALGUMA RUA,"325",3495
61813,ALGUMA RUA,KM - 155,3678
61814,ALGUMA RUA,"640",3586
61815,ALGUMA RUA,KM - 155,3678
61816,ALGUMA RUA,"640",3586
61817,ALGUMA RUA,KM - 155,3678
61818,ALGUMA RUA,"640",3586
61819,ALGUMA RUA,KM - 155,3678
61820,ALGUMA RUA,"640",3586
61821,ALGUMA RUA,KM - 155,3678
61822,ALGUMA RUA,"940",3518
61823,ALGUMA RUA,KM - 155,3678
61824,ALGUMA RUA,"940",3518
61825,ALGUMA RUA,KM - 155,3678
61826,ALGUMA RUA,"940",3518
61827,ALGUMA RUA,S/N,3737
61828,ALGUMA RUA,"285",3276
61829,ALGUMA RUA,S/N,3737
61830,ALGUMA RUA,"285",3276
61831,ALGUMA RUA,S/N,3737
61832,ALGUMA RUA,"285",3276
61833,ALGUMA RUA,S/N,3737
61834,ALGUMA RUA,"2100",3858
61835,ALGUMA RUA,S/N,3737
61836,ALGUMA RUA,"773",3508
61837,ALGUMA RUA,S/N,3737
61838,ALGUMA RUA,"555",3884
61839,ALGUMA RUA,S/N,3737
61840,ALGUMA RUA,"160 SN",4535
61841,ALGUMA RUA,S/N,3737
61842,ALGUMA RUA,"160 SN",4535
61843,ALGUMA RUA,S/N,3737
61844,ALGUMA RUA,"160 SN",4535
61845,ALGUMA RUA,S/N,3737
61846,ALGUMA RUA,"285",3276
61847,ALGUMA RUA,KM - 155,3678
61848,ALGUMA RUA,"45",3858
61849,ALGUMA RUA,KM - 155,3678
61850,ALGUMA RUA,"6145",2947
61851,ALGUMA RUA,KM - 155,3678
61852,ALGUMA RUA,"773",3508
61853,ALGUMA RUA,KM - 155,3678
61854,ALGUMA RUA,"99, PARTE A",3925
61855,ALGUMA RUA,KM - 155,3678
61856,ALGUMA RUA,"3701",2886
61857,ALGUMA RUA,KM - 155,3678
61858,ALGUMA RUA,"134",3463
61859,ALGUMA RUA,KM - 155,3678
61860,ALGUMA RUA,"134",3463
61861,ALGUMA RUA,S/N,3874
61862,ALGUMA RUA,"470",3508
61863,ALGUMA RUA,S/N,3874
61864,ALGUMA RUA,"52",3602
61865,ALGUMA RUA,S/N,3874
61866,ALGUMA RUA,"239",3858
61867,ALGUMA RUA,S/N,3874
61868,ALGUMA RUA,"3864",3391
61869,ALGUMA RUA,S/N,3874
61870,ALGUMA RUA,"282 S/N, KM 604,3",4496
61871,ALGUMA RUA,S/N,3499
61872,ALGUMA RUA,"130 2258",4655
61873,ALGUMA RUA,S/N,3499
61874,ALGUMA RUA,"3701",2886
61875,ALGUMA RUA,S/N,3499
61876,ALGUMA RUA,"351",2477
61877,ALGUMA RUA,,5479
61878,ALGUMA RUA,,3031
61879,ALGUMA RUA,KM - 155,3678
61880,ALGUMA RUA,"368",3783
61881,ALGUMA RUA,KM - 155,3678
61882,ALGUMA RUA,"400",3783
61883,ALGUMA RUA,KM - 155,3678
61884,ALGUMA RUA,"400",3783
61885,ALGUMA RUA,KM - 155,3678
61886,ALGUMA RUA,"20",3646
61887,ALGUMA RUA,KM - 155,3678
61888,ALGUMA RUA,"20",3646
61889,ALGUMA RUA,KM - 155,3678
91348,ALGUMA RUA,,2097
61890,ALGUMA RUA,"20",3646
61891,ALGUMA RUA,KM - 155,3678
61892,ALGUMA RUA,"32",3463
61893,ALGUMA RUA,KM - 155,3678
61894,ALGUMA RUA,"32",3463
61895,ALGUMA RUA,KM - 155,3678
61896,ALGUMA RUA,"3217",3463
61897,ALGUMA RUA,KM - 155,3678
61898,ALGUMA RUA,"3217",3463
61899,ALGUMA RUA,KM - 155,3678
61900,ALGUMA RUA,"1137",3858
61901,ALGUMA RUA,KM - 155,3678
61902,ALGUMA RUA,"1137",3858
61903,ALGUMA RUA,KM - 155,3678
61904,ALGUMA RUA,"185, GALPAO19",3683
61905,ALGUMA RUA,KM - 155,3678
61906,ALGUMA RUA,"127",3448
61907,ALGUMA RUA,KM - 155,3678
61908,ALGUMA RUA,"862",3840
61909,ALGUMA RUA,KM - 155,3678
61910,ALGUMA RUA,"139",3589
61912,ALGUMA RUA,"2866",5248
61913,ALGUMA RUA,s/n,5336
61914,ALGUMA RUA,s/n,5335
61915,ALGUMA RUA,KM - 155,3678
61916,ALGUMA RUA,"913",4960
61917,ALGUMA RUA,KM - 155,3678
61918,ALGUMA RUA,"913",4960
61919,ALGUMA RUA,,2597
61920,ALGUMA RUA,,2834
61921,ALGUMA RUA,,4316
61922,ALGUMA RUA,,4193
61923,ALGUMA RUA,KM - 155,3678
61924,ALGUMA RUA,"913",4960
61925,ALGUMA RUA,KM - 155,3678
61926,ALGUMA RUA,"913",4960
61927,ALGUMA RUA,S/N,3499
61928,ALGUMA RUA,"536",3838
61929,ALGUMA RUA,S/N,3499
61930,ALGUMA RUA,"536",3838
61931,ALGUMA RUA,,680
61932,ALGUMA RUA,,626
61933,ALGUMA RUA,,2288
61934,ALGUMA RUA,,3031
61935,ALGUMA RUA,,680
61936,ALGUMA RUA,,626
61937,ALGUMA RUA,,2606
61938,ALGUMA RUA,,3031
61939,ALGUMA RUA,,2606
61940,ALGUMA RUA,,2426
61941,ALGUMA RUA,s/n,3735
61942,ALGUMA RUA,s/n,3838
61943,ALGUMA RUA,,2373
61944,ALGUMA RUA,,2615
61945,ALGUMA RUA,,2853
61946,ALGUMA RUA,,2615
61947,ALGUMA RUA,,2697
61948,ALGUMA RUA,,2615
61949,ALGUMA RUA,,2409
61950,ALGUMA RUA,,2615
61951,ALGUMA RUA,s/n,3598
61952,ALGUMA RUA,s/n,3838
61953,ALGUMA RUA,,5577
61954,ALGUMA RUA,,3838
61955,ALGUMA RUA,S/N,3737
61956,ALGUMA RUA,"50",3589
61957,ALGUMA RUA,S/N,3737
61958,ALGUMA RUA,"160 SN",4535
61959,ALGUMA RUA,S/N,3737
61960,ALGUMA RUA,"160 SN",4535
61961,ALGUMA RUA,S/N,3737
61962,ALGUMA RUA,"285",3276
61963,ALGUMA RUA,KM - 155,3678
61964,ALGUMA RUA,"45",3858
61965,ALGUMA RUA,KM - 155,3678
61966,ALGUMA RUA,"773",3508
61967,ALGUMA RUA,KM - 155,3678
62037,ALGUMA RUA,KM - 155,3678
61968,ALGUMA RUA,"101 KM 28 9), SN",1568
61969,ALGUMA RUA,KM - 155,3678
61970,ALGUMA RUA,"250",3840
61971,ALGUMA RUA,S/N,3874
61972,ALGUMA RUA,"52",3602
61973,ALGUMA RUA,S/N,3874
61974,ALGUMA RUA,S/N,3358
61975,ALGUMA RUA,S/N,3874
61976,ALGUMA RUA,"282 S/N, KM 604,3",4496
61977,ALGUMA RUA,S/N,3499
61978,ALGUMA RUA,"1098",3463
61979,ALGUMA RUA,S/N,3499
61980,ALGUMA RUA,"351",2477
61981,ALGUMA RUA,S/N,3499
61982,ALGUMA RUA,"1301",3382
61983,ALGUMA RUA,S/N,3499
61984,ALGUMA RUA,"1301",3382
61985,ALGUMA RUA,S/N,3499
61986,ALGUMA RUA,"100, CAIXA POST",3932
61987,ALGUMA RUA,S/N,3499
61988,ALGUMA RUA,"536",3838
61989,ALGUMA RUA,KM - 155,3678
61990,ALGUMA RUA,"3100",3404
61991,ALGUMA RUA,KM - 155,3678
61992,ALGUMA RUA,"295",3343
61993,ALGUMA RUA,KM - 155,3678
61994,ALGUMA RUA,"210, LETRA ABD",2477
61995,ALGUMA RUA,KM - 155,3678
61996,ALGUMA RUA,"1542",3683
61997,ALGUMA RUA,KM - 155,3678
61998,ALGUMA RUA,"8030",3858
61999,ALGUMA RUA,KM - 155,3678
62000,ALGUMA RUA,"30",3358
62001,ALGUMA RUA,KM - 155,3678
62002,ALGUMA RUA,"100, SETOR SUB",3783
62003,ALGUMA RUA,KM - 155,3678
62004,ALGUMA RUA,"3060",3900
62005,ALGUMA RUA,KM - 155,3678
62006,ALGUMA RUA,"847A",3858
62007,ALGUMA RUA,KM - 155,3678
70133,ALGUMA RUA,,3848
78254,ALGUMA RUA,,325
62008,ALGUMA RUA,"847A",3858
62009,ALGUMA RUA,KM - 155,3678
62010,ALGUMA RUA,"847A",3858
62011,ALGUMA RUA,KM - 155,3678
62012,ALGUMA RUA,"1038",3858
62013,ALGUMA RUA,KM - 155,3678
62014,ALGUMA RUA,"1038",3858
62015,ALGUMA RUA,KM - 155,3678
62016,ALGUMA RUA,"1038",3858
62017,ALGUMA RUA,KM - 155,3678
62018,ALGUMA RUA,"68",3858
62019,ALGUMA RUA,KM - 155,3678
62020,ALGUMA RUA,"68",3858
62021,ALGUMA RUA,s/n,3598
62022,ALGUMA RUA,s/n,3838
62023,ALGUMA RUA,s/n,3421
62024,ALGUMA RUA,,4193
62025,ALGUMA RUA,,3494
62026,ALGUMA RUA,-,3783
62027,ALGUMA RUA,KM - 410,3430
62028,ALGUMA RUA,SN,3783
62029,ALGUMA RUA,s/n,3678
62030,ALGUMA RUA,"",3838
62031,ALGUMA RUA,KM - 155,3678
62032,ALGUMA RUA,-,3783
62033,ALGUMA RUA,KM - 155,3678
62034,ALGUMA RUA,-,3853
62035,ALGUMA RUA,KM - 410,3430
62036,ALGUMA RUA,SN,3438
62038,ALGUMA RUA,"100",3508
62039,ALGUMA RUA,KM - 155,3678
62040,ALGUMA RUA,"100",3508
62041,ALGUMA RUA,KM - 155,3678
62042,ALGUMA RUA,"100",3508
62043,ALGUMA RUA,KM - 155,3678
62044,ALGUMA RUA,"100",3508
62045,ALGUMA RUA,KM - 155,3678
62046,ALGUMA RUA,"100",3508
62047,ALGUMA RUA,,3896
62048,ALGUMA RUA,s/n,4193
62049,ALGUMA RUA,KM - 155,3678
62050,ALGUMA RUA,"515",3333
62051,ALGUMA RUA,S/N,3499
62052,ALGUMA RUA,"351",2477
62053,ALGUMA RUA,,2484
62054,ALGUMA RUA,,2834
62055,ALGUMA RUA,,2997
62056,ALGUMA RUA,,2823
62057,ALGUMA RUA,s/n,3333
62058,ALGUMA RUA,,3899
62059,ALGUMA RUA,s/n,3611
62060,ALGUMA RUA,,3899
62061,ALGUMA RUA,,2697
62062,ALGUMA RUA,,3031
62063,ALGUMA RUA,,2697
62064,ALGUMA RUA,,2834
62065,ALGUMA RUA,"2552",3872
62066,ALGUMA RUA,S/N,3874
62067,ALGUMA RUA,S/N,3358
62070,ALGUMA RUA,"1975",3326
62071,ALGUMA RUA,"352",3553
62068,ALGUMA RUA,"2677",4193
62069,ALGUMA RUA,"476",3962
62074,ALGUMA RUA,"1975",3326
62075,ALGUMA RUA,"191",3271
62076,ALGUMA RUA,"2677",4193
62077,ALGUMA RUA,"476",3962
62072,ALGUMA RUA,"2677",4193
62073,ALGUMA RUA,"476",3962
62078,ALGUMA RUA,"2677",4193
62079,ALGUMA RUA,"476",3962
62080,ALGUMA RUA,,2895
62081,ALGUMA RUA,,2834
62082,ALGUMA RUA,,2822
62083,ALGUMA RUA,,2834
62084,ALGUMA RUA,"476",3962
62085,ALGUMA RUA,"200",3360
62086,ALGUMA RUA,"476",3962
62087,ALGUMA RUA,"200",3360
62088,ALGUMA RUA,"476",3962
62089,ALGUMA RUA,"200",3360
62090,ALGUMA RUA,"476",3962
62091,ALGUMA RUA,"200",3360
62092,ALGUMA RUA,S/N,4714
62093,ALGUMA RUA,"476",3962
62094,ALGUMA RUA,S/N,4714
62095,ALGUMA RUA,"476",3962
62096,ALGUMA RUA,S/N,4714
62097,ALGUMA RUA,"476",3962
62098,ALGUMA RUA,S/N,4714
62099,ALGUMA RUA,"476",3962
62100,ALGUMA RUA,S/N,4714
62101,ALGUMA RUA,"476",3962
62102,ALGUMA RUA,S/N,4714
62103,ALGUMA RUA,"476",3962
62104,ALGUMA RUA,"2677",4193
62105,ALGUMA RUA,"4445",4406
62106,ALGUMA RUA,"2677",4193
62107,ALGUMA RUA,"4445",4406
62108,ALGUMA RUA,"2677",4193
62109,ALGUMA RUA,"4445",4406
62110,ALGUMA RUA,"2677",4193
62111,ALGUMA RUA,"4445",4406
62112,ALGUMA RUA,KM - 155,3678
62113,ALGUMA RUA,"100",3508
62114,ALGUMA RUA,KM - 155,3678
62115,ALGUMA RUA,"100",3508
62116,ALGUMA RUA,"2677",4193
62117,ALGUMA RUA,"4445",4406
62118,ALGUMA RUA,"2677",4193
62119,ALGUMA RUA,"4445",4406
62120,ALGUMA RUA,KM - 155,3678
62121,ALGUMA RUA,"100",3508
62122,ALGUMA RUA,KM - 155,3678
62123,ALGUMA RUA,"100",3508
62126,ALGUMA RUA,KM - 155,3678
62127,ALGUMA RUA,-,3706
62128,ALGUMA RUA,KM - 155,3890
62129,ALGUMA RUA,-,3783
62130,ALGUMA RUA,KM - 155,3430
62131,ALGUMA RUA,-,3706
62132,ALGUMA RUA,,2866
62133,ALGUMA RUA,,3031
62134,ALGUMA RUA,,3874
62135,ALGUMA RUA,-,3783
62136,ALGUMA RUA,S/N,3874
62137,ALGUMA RUA,S/N,3358
62138,ALGUMA RUA,,2484
62139,ALGUMA RUA,,2615
62140,ALGUMA RUA,"2677",4193
62141,ALGUMA RUA,"476",3962
62142,ALGUMA RUA,"2677",4193
62143,ALGUMA RUA,"476",3962
62144,ALGUMA RUA,"2677",4193
62145,ALGUMA RUA,"476",3962
62146,ALGUMA RUA,,2853
62147,ALGUMA RUA,,3031
62148,ALGUMA RUA,"2677",4193
62149,ALGUMA RUA,"476",3962
62150,ALGUMA RUA,s/n,3447
62151,ALGUMA RUA,s/n,3838
62152,ALGUMA RUA,"2677",4193
62153,ALGUMA RUA,"476",3962
62154,ALGUMA RUA,"2677",4193
62155,ALGUMA RUA,"476",3962
62156,ALGUMA RUA,"2677",4193
62157,ALGUMA RUA,"476",3962
62158,ALGUMA RUA,"2677",4193
62159,ALGUMA RUA,"476",3962
62160,ALGUMA RUA,"2677",4193
62161,ALGUMA RUA,"476",3962
62162,ALGUMA RUA,"2677",4193
62163,ALGUMA RUA,"476",3962
62164,ALGUMA RUA,s/n,3735
62165,ALGUMA RUA,s/n,3838
62166,ALGUMA RUA,s/n,5538
62167,ALGUMA RUA,s/n,3848
62168,ALGUMA RUA,"2677",4193
62169,ALGUMA RUA,"476",3962
62170,ALGUMA RUA,"2677",4193
62171,ALGUMA RUA,"476",3962
62172,ALGUMA RUA,"2677",4193
62173,ALGUMA RUA,"476",3962
62174,ALGUMA RUA,"2677",4193
62175,ALGUMA RUA,"476",3962
62176,ALGUMA RUA,"2677",4193
62177,ALGUMA RUA,"905",4465
62178,ALGUMA RUA,"2677",4193
62179,ALGUMA RUA,"476",3962
62180,ALGUMA RUA,"476",3962
62181,ALGUMA RUA,"200",3360
62182,ALGUMA RUA,"2677",4193
62183,ALGUMA RUA,"905",4465
62184,ALGUMA RUA,"476",3962
62185,ALGUMA RUA,"200",3360
62186,ALGUMA RUA,S/N,4714
62187,ALGUMA RUA,"476",3962
62188,ALGUMA RUA,S/N,4714
62189,ALGUMA RUA,"476",3962
62190,ALGUMA RUA,S/N,4714
62191,ALGUMA RUA,"476",3962
62192,ALGUMA RUA,S/N,4714
62193,ALGUMA RUA,"476",3962
62194,ALGUMA RUA,S/N,4714
62195,ALGUMA RUA,"476",3962
62196,ALGUMA RUA,S/N,4714
62197,ALGUMA RUA,"476",3962
62198,ALGUMA RUA,"2677",4193
62199,ALGUMA RUA,"4445",4406
62200,ALGUMA RUA,"2677",4193
62201,ALGUMA RUA,"4445",4406
62202,ALGUMA RUA,"2677",4193
62203,ALGUMA RUA,"4445",4406
62204,ALGUMA RUA,"2677",4193
62205,ALGUMA RUA,"4445",4406
62206,ALGUMA RUA,"2677",4193
62207,ALGUMA RUA,"4445",4406
62208,ALGUMA RUA,"2677",4193
62209,ALGUMA RUA,"4445",4406
62210,ALGUMA RUA,"2677",4193
62211,ALGUMA RUA,"905",4465
62212,ALGUMA RUA,"2677",4193
62213,ALGUMA RUA,"4445",4406
62214,ALGUMA RUA,"2677",4193
62215,ALGUMA RUA,"905",4465
62218,ALGUMA RUA,"2677",4193
